120.13027890	30.27131602	 2026-09-20 15:30:00.000	411	-85.51	417;423;429	-96.88;-97.26;-98.83	417;423		11.34
120.13027937	30.27131893	 2026-09-20 15:30:00.225	411	-86.45	429;417;501	-95.02;-95.91;-99.30	429;417		7.93
120.13027279	30.27131035	 2026-09-20 15:30:00.509	411	-84.35	429;417;423	-96.98;-97.23;-97.26	429;417		12.00
120.13029441	30.27130348	 2026-09-20 15:30:00.773	411	-86.50	417;429;423	-96.51;-97.46;-99.63	417;429		9.29
120.13028055	30.27132123	 2026-09-20 15:30:01.006	411	-84.20	429;417;423	-91.43;-97.61;-98.00	429;417		6.65
120.13029722	30.27131309	 2026-09-20 15:30:01.186	411	-88.26	417;429;501	-96.89;-98.33;-98.59	417;429		9.12
120.13028025	30.27132186	 2026-09-20 15:30:01.442	411	-84.92	429;423;417	-99.34;-99.36;-99.99	429;423		12.00
120.13028298	30.27130897	 2026-09-20 15:30:01.642	411	-86.24	423;429;417	-95.14;-96.63;-96.91	423;429		11.79
120.13029103	30.27130436	 2026-09-20 15:30:01.881	411	-87.52	423;417;429	-94.89;-96.40;-100.08	423;417		7.84
120.13028316	30.27131587	 2026-09-20 15:30:02.149	411	-87.62	417;423;429	-96.66;-97.73;-98.67	417;423		7.29
120.13028588	30.27130725	 2026-09-20 15:30:02.435	411	-88.12	417;429;501	-97.29;-98.08;-98.65	417;429		8.86
120.13029139	30.27130169	 2026-09-20 15:30:02.616	411	-85.26	429;417;423	-96.33;-98.07;-99.59	429;417		10.03
120.13030769	30.27130611	 2026-09-20 15:30:02.844	411	-88.47	423;429;417	-98.47;-98.69;-98.98	423;429		8.83
120.13028809	30.27130996	 2026-09-20 15:30:03.026	411	-85.54	429;417;423	-97.35;-97.43;-98.51	429;417		11.38
120.13029524	30.27130974	 2026-09-20 15:30:03.310	411	-86.02	429;423;501	-97.05;-97.84;-98.64	429;423		11.60
120.13030249	30.27130129	 2026-09-20 15:30:03.601	411	-85.14	417;429;423	-95.41;-97.96;-98.83	417;429		9.35
120.13030886	30.27131983	 2026-09-20 15:30:03.797	411	-83.82	417;429;423	-97.39;-97.45;-98.60	417;429		12.00
120.13031394	30.27130333	 2026-09-20 15:30:03.979	411	-85.85	417;501;429	-97.59;-98.60;-99.55	417;501		11.12
120.13030391	30.27132083	 2026-09-20 15:30:04.178	411	-87.43	429;417;423	-94.90;-96.01;-97.40	429;417		4.96
120.13031705	30.27130191	 2026-09-20 15:30:04.359	411	-87.52	429;417;423	-97.65;-97.94;-98.06	429;417		9.38
120.13030735	30.27131368	 2026-09-20 15:30:04.572	411	-85.59	417;429;423	-95.94;-96.55;-97.68	417;429		9.53
120.13031342	30.27130394	 2026-09-20 15:30:04.858	411	-86.66	423;417;429	-96.11;-97.44;-97.51	423;417		7.24
120.13030997	30.27132130	 2026-09-20 15:30:05.054	411	-86.23	423;501;429	-94.52;-97.87;-98.11	423;501		5.79
120.13032761	30.27131935	 2026-09-20 15:30:05.280	411	-87.65	417;423;429	-97.88;-99.17;-100.38	417;423		8.14
120.13031141	30.27130825	 2026-09-20 15:30:05.477	411	-85.92	417;429;501	-97.21;-97.76;-99.08	417;429		9.49
120.13032008	30.27131883	 2026-09-20 15:30:05.711	411	-86.19	429;417;423	-94.98;-95.88;-98.86	429;417		8.36
120.13031029	30.27131361	 2026-09-20 15:30:05.966	411	-87.09	417;501;429	-96.09;-98.24;-99.46	417;501		7.86
120.13030997	30.27130970	 2026-09-20 15:30:06.149	411	-83.91	417;429;501	-95.84;-98.57;-99.13	417;429		10.87
120.13032267	30.27131059	 2026-09-20 15:30:06.438	411	-88.85	417;423;429	-95.62;-95.96;-98.43	417;423		7.78
120.13031413	30.27130320	 2026-09-20 15:30:06.714	411	-83.25	423;429;417	-95.90;-96.80;-98.68	423;429		11.50
120.13033210	30.27130819	 2026-09-20 15:30:06.930	411	-88.04	417;429;423	-95.49;-96.16;-99.59	417;429		6.39
120.13031821	30.27130751	 2026-09-20 15:30:07.175	411	-85.34	429;417;423	-95.50;-97.82;-98.32	429;417		10.17
120.13032716	30.27131890	 2026-09-20 15:30:07.357	411	-86.33	429;417;423	-96.56;-97.68;-98.76	429;417		10.10
120.13033343	30.27131200	 2026-09-20 15:30:07.623	411	-86.75	429;417;423	-93.78;-95.59;-97.97	429;417		4.91
120.13033222	30.27131473	 2026-09-20 15:30:07.837	411	-87.17	417;423;429	-94.75;-97.47;-98.53	417;423		6.27
120.13033386	30.27130499	 2026-09-20 15:30:08.133	411	-85.18	417;429;423	-96.53;-97.32;-97.36	417;429		9.76
120.13034480	30.27130581	 2026-09-20 15:30:08.404	411	-83.69	417;429;423	-95.57;-96.09;-97.81	417;429		10.53
120.13034879	30.27130138	 2026-09-20 15:30:08.591	411	-88.28	417;423;429	-94.38;-97.84;-98.66	417;423		4.30
120.13035014	30.27131707	 2026-09-20 15:30:08.799	411	-83.99	417;429;423	-95.51;-97.87;-99.85	417;429		10.33
120.13035314	30.27130214	 2026-09-20 15:30:09.060	411	-82.80	429;417;423	-95.84;-96.37;-100.07	429;417		11.90
120.13034508	30.27132042	 2026-09-20 15:30:09.349	411	-86.42	429;423;417	-96.83;-97.09;-97.66	429;423		10.19
120.13035235	30.27131647	 2026-09-20 15:30:09.663	411	-84.13	417;429;501	-93.04;-97.50;-98.58	417;429		8.18
120.13033599	30.27130172	 2026-09-20 15:30:09.937	411	-82.33	429;423;501	-96.15;-99.63;-99.71	429;423		12.00
120.13036067	30.27130568	 2026-09-20 15:30:10.128	411	-84.27	429;417;423	-96.24;-96.99;-98.54	429;417		10.47
120.13034443	30.27131558	 2026-09-20 15:30:10.430	411	-86.42	429;423;417	-94.31;-95.70;-95.79	429;423		6.05
120.13034579	30.27131243	 2026-09-20 15:30:10.728	411	-84.72	417;429;423	-97.47;-97.90;-98.77	417;429		11.44
120.13036360	30.27132257	 2026-09-20 15:30:11.044	411	-84.32	429;423;417	-97.29;-98.84;-98.95	429;423		10.02
120.13036319	30.27131210	 2026-09-20 15:30:11.342	411	-84.06	429;417;423	-95.63;-98.25;-98.67	429;417		10.67
120.13035210	30.27131881	 2026-09-20 15:30:11.548	411	-86.10	423;429;417	-96.10;-96.44;-97.93	423;429		9.52
120.13035966	30.27131099	 2026-09-20 15:30:11.785	411	-84.55	417;423;429	-96.79;-96.81;-100.24	417;423		11.04
120.13035419	30.27131804	 2026-09-20 15:30:12.100	411	-85.52	417;423;429	-92.19;-98.71;-99.70	417;423		5.66
120.13034974	30.27131634	 2026-09-20 15:30:12.370	411	-85.48	429;417;501	-94.47;-97.81;-99.44	429;417		8.51
120.13035776	30.27132263	 2026-09-20 15:30:12.611	411	-83.34	429;423;417	-96.81;-97.12;-99.71	429;423		12.00
120.13036185	30.27130786	 2026-09-20 15:30:12.914	411	-84.86	417;423;501	-96.49;-97.29;-97.44	417;423		11.03
120.13035829	30.27130887	 2026-09-20 15:30:13.123	411	-87.09	417;429;423	-95.30;-97.22;-99.60	417;429		8.26
120.13038038	30.27131880	 2026-09-20 15:30:13.380	411	-86.33	423;429;417	-96.94;-98.03;-98.86	423;429		8.88
120.13036804	30.27131280	 2026-09-20 15:30:13.613	411	-87.66	429;423;417	-94.90;-95.50;-96.16	429;423		5.35
120.13038236	30.27130461	 2026-09-20 15:30:13.865	411	-86.08	417;429;501	-94.32;-95.64;-99.73	417;429		5.01
120.13037004	30.27131486	 2026-09-20 15:30:14.135	411	-84.68	429;417;423	-94.83;-96.23;-98.28	429;417		8.41
120.13036609	30.27130874	 2026-09-20 15:30:14.353	411	-87.22	429;417;423	-96.76;-96.85;-98.21	429;417		8.05
120.13036919	30.27131251	 2026-09-20 15:30:14.654	411	-84.90	417;429;423	-96.27;-96.57;-101.20	417;429		11.38
120.13039022	30.27131827	 2026-09-20 15:30:14.904	411	-87.02	429;417;423	-95.46;-96.11;-99.85	429;417		8.16
120.13036920	30.27131043	 2026-09-20 15:30:15.216	411	-87.17	417;423;429	-95.42;-95.85;-98.76	417;423		5.94
120.13038690	30.27131691	 2026-09-20 15:30:15.497	411	-87.29	417;429;423	-94.01;-97.61;-99.66	417;429		6.49
120.13039233	30.27130581	 2026-09-20 15:30:15.724	411	-83.47	429;417;423	-93.60;-95.47;-98.38	429;417		9.30
120.13038027	30.27130154	 2026-09-20 15:30:15.919	411	-85.25	417;429;423	-95.42;-98.32;-99.10	417;429		10.32
120.13038215	30.27132013	 2026-09-20 15:30:16.099	411	-85.36	423;429;417	-96.30;-96.70;-97.65	423;429		8.16
120.13038457	30.27130880	 2026-09-20 15:30:16.321	411	-84.16	417;423;429	-93.59;-95.88;-96.64	417;423		8.01
120.13038960	30.27131002	 2026-09-20 15:30:16.625	411	-85.89	423;417;429	-95.04;-95.39;-96.75	423;417		6.83
120.13038606	30.27130473	 2026-09-20 15:30:16.855	411	-81.79	423;429;417	-98.07;-98.26;-98.39	423;429		12.00
120.13038978	30.27131630	 2026-09-20 15:30:17.110	411	-84.54	417;423;429	-96.32;-98.73;-99.85	417;423		11.79
120.13038545	30.27130740	 2026-09-20 15:30:17.417	411	-85.12	417;429;423	-92.81;-98.03;-98.08	417;429		5.93
120.13040229	30.27131023	 2026-09-20 15:30:17.715	411	-83.68	423;417;429	-97.13;-98.06;-98.58	423;417		12.00
120.13039951	30.27131097	 2026-09-20 15:30:17.942	411	-81.06	429;501;423	-95.91;-96.75;-97.60	429;501		12.00
120.13039701	30.27131389	 2026-09-20 15:30:18.230	411	-83.74	417;423;429	-94.64;-95.84;-96.62	417;423		11.21
120.13040369	30.27131843	 2026-09-20 15:30:18.541	411	-84.01	417;423;429	-92.48;-97.37;-99.38	417;423		7.38
120.13041091	30.27130646	 2026-09-20 15:30:18.859	411	-83.94	417;429;423	-93.77;-96.87;-97.68	417;429		7.32
120.13040114	30.27130263	 2026-09-20 15:30:19.062	411	-84.14	417;429;501	-94.95;-96.69;-100.04	417;429		8.78
120.13040165	30.27131674	 2026-09-20 15:30:19.293	411	-84.94	429;417;423	-94.81;-96.94;-97.50	429;417		9.27
120.13041036	30.27131687	 2026-09-20 15:30:19.523	411	-87.08	417;423;501	-96.52;-97.75;-97.76	417;423		9.45
120.13039911	30.27131659	 2026-09-20 15:30:19.791	411	-84.80	417;429;501	-96.80;-97.74;-98.63	417;429		11.53
120.13040066	30.27130214	 2026-09-20 15:30:19.998	411	-84.07	429;423;417	-94.66;-95.23;-96.97	429;423		7.73
120.13042243	30.27130304	 2026-09-20 15:30:20.225	411	-84.66	417;429;423	-94.37;-95.69;-96.92	417;429		9.05
120.13040727	30.27131816	 2026-09-20 15:30:20.525	411	-83.53	417;429;423	-95.63;-96.77;-97.15	417;429		12.00
120.13042189	30.27131987	 2026-09-20 15:30:20.791	411	-83.88	417;429;423	-95.77;-97.42;-97.80	417;429		12.00
